Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New York,2020,7,2/15/2020,1985,1841,16,388,57,50,61,99,43,47,43,533,71,0,0,,,,,,,,,,,,,,,
New York,2020,8,2/22/2020,2030,1928,23,431,57,58,72,127,42,40,40,473,83,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,9,2/29/2020,2161,2025,29,444,50,57,65,107,45,43,42,575,62,0,0,,,,,,,,,,,,,,,
New York,2020,10,3/7/2020,2067,1915,36,378,60,58,70,106,36,40,44,512,91,0,0,,,,,,,,,,,,,,,
New York,2020,11,3/14/2020,1981,1859,15,395,44,52,66,117,43,37,40,469,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,12,3/21/2020,2127,1990,29,402,61,65,83,103,51,46,62,477,89,41,40,,,,,,,,,,,,,,,
New York,2020,13,3/28/2020,2541,2402,40,413,71,75,96,146,56,38,46,554,77,292,282,,,,,,,,,,,,,,,
New York,2020,14,4/4/2020,3765,3643,31,439,99,85,145,132,47,50,62,764,92,1122,1087,,,,,,,,,,,,,,,
New York,2020,15,4/11/2020,4658,4530,22,428,96,62,122,136,41,45,46,903,95,2002,1903,,,,,,,,,,,,,,,
New York,2020,16,4/18/2020,4460,4331,22,370,82,68,108,126,46,37,56,799,87,2002,1908,,,,,,,,,,,,,,,
New York,2020,17,4/25/2020,3736,3621,21,386,81,60,75,97,42,47,58,609,77,1590,1512,,,,,,,,,,,,,,,
New York,2020,18,5/2/2020,3128,3016,22,407,65,56,63,93,26,29,50,553,85,1134,1054,,,,,,,,,,,,,,,
New York,2020,19,5/9/2020,2778,2650,22,345,69,54,38,84,34,31,60,542,81,877,808,,,,,,,,,,,,,,,
New York,2020,20,5/16/2020,2504,2385,15,383,71,50,38,77,32,40,64,497,80,669,603,,,,,,,,,,,,,,,
New York,2020,21,5/23/2020,2239,2125,23,370,64,43,50,82,37,28,85,450,57,450,401,,,,,,,,,,,,,,,
New York,2020,22,5/30/2020,2109,1992,18,369,67,44,36,78,30,34,88,469,62,328,288,,,,,,,,,,,,,,,
New York,2020,23,6/6/2020,1966,1840,17,397,36,39,31,65,38,41,74,402,79,262,222,,,,,,,,,,,,,,,
New York,2020,24,6/13/2020,1893,1780,28,362,54,44,33,67,39,29,77,438,63,180,152,,,,,,,,,,,,,,,
New York,2020,25,6/20/2020,1889,1779,31,395,45,56,34,81,38,30,90,435,80,126,102,,,,,,,,,,,,,,,
New York,2020,26,6/27/2020,1922,1812,21,387,49,40,38,69,33,35,107,461,86,74,61,,,,,,,,,,,,,,,
New York,2020,27,7/4/2020,1866,1751,15,384,51,35,36,74,37,36,88,429,68,61,48,,,,,,,,,,,,,,,
New York,2020,28,7/11/2020,1869,1771,16,398,53,42,31,86,29,31,108,449,74,64,47,,,,,,,,,,,,,,,
New York,2020,29,7/18/2020,1830,1731,28,376,55,39,35,72,27,27,106,431,60,58,46,,,,,,,,,,,,,,,
New York,2020,30,7/25/2020,1794,1721,17,417,57,49,31,77,28,39,99,409,67,42,32,,,,,,,,,,,,,,,
New York,2020,31,8/1/2020,1857,1773,18,432,43,41,31,97,32,26,141,401,66,38,29,,,,,,,,,,,,,,,
New York,2020,32,8/8/2020,1842,1764,23,410,48,44,31,76,41,24,142,402,81,31,23,,,,,,,,,,,,,,,
New York,2020,33,8/15/2020,1781,1690,19,383,53,40,30,73,24,28,117,397,76,38,28,,,,,,,,,,,,,,,
New York,2020,34,8/22/2020,1660,1600,14,378,43,41,24,67,26,28,112,380,77,25,17,,,,,,,,,,,,,,,
New York City,2019,1,1/5/2019,1170,1091,10,258,50,24,39,50,11,15,11,379,30,0,0,,,,,,,,,,,,,,,
New York City,2019,2,1/12/2019,1106,1043,10,241,26,27,50,33,,11,11,381,36,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,3,1/19/2019,1158,1079,,251,42,21,35,41,11,15,,395,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,4,1/26/2019,1157,1093,10,243,36,21,40,39,16,11,10,405,35,0,0,,,,,,,,,,,,,,,
New York City,2019,5,2/2/2019,1116,1056,11,232,35,22,42,47,18,,11,384,40,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,6,2/9/2019,1225,1141,11,251,44,30,46,50,,11,13,412,43,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,7,2/16/2019,1104,1047,,237,41,29,43,40,,12,12,377,42,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,8,2/23/2019,1073,1007,16,224,41,21,43,52,14,,,355,32,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,9,3/2/2019,1087,1017,,227,38,23,47,41,,11,,386,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,10,3/9/2019,1102,1034,11,239,39,22,50,46,12,12,,350,32,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,11,3/16/2019,1090,1015,11,233,36,27,39,42,12,,,360,39,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,12,3/23/2019,1036,979,,225,45,16,26,45,14,,10,374,41,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,13,3/30/2019,1097,1053,11,245,44,24,38,38,,10,17,362,39,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,14,4/6/2019,1038,981,,246,44,17,39,29,10,13,,362,31,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,15,4/13/2019,1054,992,,254,41,17,26,35,,,16,348,38,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2019,16,4/20/2019,955,875,,218,34,31,19,34,10,,,315,33,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,17,4/27/2019,954,900,,238,42,20,30,27,11,,12,310,32,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,18,5/4/2019,1008,951,,241,37,19,32,39,,13,,323,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,19,5/11/2019,1033,959,,247,41,16,30,31,12,12,10,322,23,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,20,5/18/2019,1049,981,,244,32,23,27,30,,12,11,350,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,21,5/25/2019,1049,975,,261,26,16,26,38,11,,14,343,37,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,22,6/1/2019,888,818,,216,27,21,20,32,13,12,,289,36,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,23,6/8/2019,1040,959,,231,37,23,27,38,11,,13,341,38,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,24,6/15/2019,976,923,12,252,36,14,24,30,10,,,305,32,0,0,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,25,6/22/2019,1007,937,,275,31,19,29,35,12,11,13,286,33,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,26,6/29/2019,987,908,,239,25,24,23,31,13,,12,327,33,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,27,7/6/2019,979,909,,229,41,20,22,32,11,,15,329,25,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,28,7/13/2019,960,870,,222,33,24,21,36,,10,,290,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New York City,2019,29,7/20/2019,1031,950,,243,45,20,28,32,17,,15,323,32,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,30,7/27/2019,1016,945,,227,40,18,28,30,13,10,18,331,36,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,31,8/3/2019,1040,961,,253,29,22,26,42,12,11,10,334,37,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,32,8/10/2019,958,894,,222,32,16,37,26,18,,,292,36,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,33,8/17/2019,962,890,,219,34,15,23,30,,10,12,308,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,34,8/24/2019,958,884,,237,31,31,28,27,10,,13,293,39,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2019,35,8/31/2019,935,859,11,219,23,14,25,31,,12,11,310,34,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,36,9/7/2019,936,866,,248,21,15,20,16,10,12,14,298,28,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,37,9/14/2019,971,906,,250,31,23,28,26,,,,314,51,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,38,9/21/2019,1025,951,12,241,36,23,24,22,18,10,12,326,36,0,0,,,,,,,,,,,,,,,
New York City,2019,39,9/28/2019,991,926,,241,32,10,19,23,14,,,325,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New York City,2019,40,10/5/2019,1050,965,10,245,33,22,24,35,,,10,330,36,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2019,41,10/12/2019,1097,1015,16,234,35,32,33,32,,10,16,353,45,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,42,10/19/2019,1058,990,,241,46,19,38,39,,12,12,334,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,43,10/26/2019,1047,978,12,242,45,25,16,32,12,11,,346,31,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,44,11/2/2019,970,917,11,223,30,15,28,27,,13,13,303,29,0,0,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2019,45,11/9/2019,1114,1035,,265,30,22,40,34,11,13,,347,46,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
New York City,2019,46,11/16/2019,1100,1027,12,236,48,24,37,27,10,15,11,364,35,0,0,,,,,,,,,,,,,,,
New York City,2019,47,11/23/2019,1043,978,,204,33,22,24,35,11,15,11,337,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,48,11/30/2019,1016,962,,213,32,28,25,23,18,16,12,343,36,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,49,12/7/2019,1155,1081,,246,44,31,25,46,14,17,18,376,45,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,50,12/14/2019,1135,1061,10,261,44,19,38,32,13,10,14,352,33,0,0,,,,,,,,,,,,,,,
New York City,2019,51,12/21/2019,1127,1043,,230,34,24,34,40,17,12,24,366,43,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2019,52,12/28/2019,1159,1095,15,236,47,32,42,31,12,12,25,393,45,0,0,,,,,,,,,,,,,,,
New York City,2020,1,1/4/2020,1154,1091,,239,39,28,55,40,16,14,44,392,26,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,2,1/11/2020,1137,1091,15,222,49,18,48,40,10,16,37,374,46,0,0,,,,,,,,,,,,,,,
New York City,2020,3,1/18/2020,1129,1070,11,236,28,15,57,35,12,17,35,347,45,0,0,,,,,,,,,,,,,,,
New York City,2020,4,1/25/2020,1181,1117,14,257,45,25,58,28,14,16,44,375,38,0,0,,,,,,,,,,,,,,,
New York City,2020,5,2/1/2020,1170,1096,,286,32,27,55,34,19,10,31,346,35,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,6,2/8/2020,1171,1110,16,227,42,21,60,45,14,18,45,362,50,0,0,,,,,,,,,,,,,,,
New York City,2020,7,2/15/2020,1123,1080,,253,40,22,44,31,,,45,367,42,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,8,2/22/2020,1083,1046,10,248,28,23,33,38,10,14,65,332,41,0,0,,,,,,,,,,,,,,,
New York City,2020,9,2/29/2020,1106,1070,10,227,34,22,35,46,14,12,85,318,53,0,0,,,,,,,,,,,,,,,
New York City,2020,10,3/7/2020,1113,1081,12,242,42,12,42,27,,,69,349,39,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,11,3/14/2020,1136,1100,14,230,36,22,47,32,,14,70,376,41,,,,,,,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York City,2020,12,3/21/2020,1405,1377,12,262,60,25,62,37,14,15,60,418,51,124,119,,,,,,,,,,,,,,,
New York City,2020,13,3/28/2020,2803,2756,14,266,85,38,121,78,27,21,67,741,54,979,902,,,,,,,,,,,,,,,
New York City,2020,14,4/4/2020,6295,6256,24,260,182,60,219,126,53,33,79,1479,71,3305,3090,,,,,,,,,,,,,,,
New York City,2020,15,4/11/2020,7861,7816,10,252,163,55,164,107,61,28,86,1716,84,4849,4562,,,,,,,,,,,,,,,
New York City,2020,16,4/18/2020,5902,5854,10,189,88,41,54,72,41,16,61,1152,60,3908,3648,,,,,,,,,,,,,,,
New York City,2020,17,4/25/2020,4049,4011,,200,57,27,51,34,22,13,87,697,38,2620,2481,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,18,5/2/2020,2847,2811,,179,30,22,48,30,23,,83,500,46,1723,1620,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,19,5/9/2020,2074,2045,,195,33,18,40,26,18,11,89,397,34,1050,982,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,20,5/16/2020,1604,1573,14,190,32,12,30,27,,10,73,376,40,616,554,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,21,5/23/2020,1310,1268,,207,21,18,26,27,18,10,82,296,30,413,367,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,22,5/30/2020,1166,1126,,206,23,10,20,21,10,,78,303,31,280,246,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,23,6/6/2020,1113,1065,13,194,24,18,17,28,,,78,312,30,196,171,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,24,6/13/2020,1098,1055,20,218,25,25,31,24,10,,72,296,42,139,109,,,,,,,,,,Suppressed (counts 1-9),,,,,
New York City,2020,25,6/20/2020,990,952,16,193,27,15,30,22,,17,52,317,27,88,67,,,,,,,,,Suppressed (counts 1-9),,,,,,
New York City,2020,26,6/27/2020,1072,1022,15,208,29,15,20,24,,,81,339,35,71,52,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,27,7/4/2020,988,946,,226,27,18,26,20,12,11,79,298,33,49,35,,,Suppressed (counts 1-9),,,,,,,,,,,,
New York City,2020,28,7/11/2020,1025,981,15,204,38,18,27,24,,,101,306,38,40,31,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,29,7/18/2020,967,925,,217,35,15,17,31,,,88,269,29,50,32,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,30,7/25/2020,1019,981,11,220,37,12,20,29,,,118,280,36,44,31,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,31,8/1/2020,979,932,14,209,21,11,31,26,12,10,94,281,35,33,20,,,,,,,,,,,,,,,
New York City,2020,32,8/8/2020,951,910,12,184,26,12,23,23,,,87,298,50,20,16,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New York City,2020,33,8/15/2020,960,927,20,205,20,13,23,29,18,11,86,267,39,24,17,,,,,,,,,,,,,,,
New York City,2020,34,8/22/2020,828,797,10,197,27,13,24,19,,11,72,224,29,10,,,,,,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
North Carolina,2019,1,1/5/2019,1934,1770,26,376,71,90,37,125,42,50,16,391,92,0,0,,,,,,,,,,,,,,,
North Carolina,2019,2,1/12/2019,1968,1807,26,379,58,93,25,142,44,35,20,409,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,3,1/19/2019,1867,1697,32,392,59,88,32,106,37,51,13,390,99,0,0,,,,,,,,,,,,,,,
North Carolina,2019,4,1/26/2019,1898,1726,31,422,61,82,33,106,41,46,15,364,103,0,0,,,,,,,,,,,,,,,
North Carolina,2019,5,2/2/2019,1932,1770,22,409,66,87,43,107,36,53,10,404,111,0,0,,,,,,,,,,,,,,,
North Carolina,2019,6,2/9/2019,2092,1920,40,405,70,102,65,141,32,48,17,405,118,0,0,,,,,,,,,,,,,,,
North Carolina,2019,7,2/16/2019,2051,1895,33,418,75,104,58,118,32,48,16,436,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,8,2/23/2019,2043,1888,38,424,73,89,75,133,40,53,19,416,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,9,3/2/2019,1997,1826,33,404,61,97,51,149,32,43,12,399,112,0,0,,,,,,,,,,,,,,,
North Carolina,2019,10,3/9/2019,1973,1803,37,421,64,84,51,127,33,32,12,398,115,0,0,,,,,,,,,,,,,,,
North Carolina,2019,11,3/16/2019,1907,1758,38,411,55,91,65,130,23,35,17,350,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,12,3/23/2019,1873,1718,27,379,60,85,45,114,23,56,14,410,99,0,0,,,,,,,,,,,,,,,
North Carolina,2019,13,3/30/2019,1893,1709,35,369,49,79,46,110,35,43,23,374,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,14,4/6/2019,1914,1750,25,374,60,98,38,129,35,40,12,416,109,0,0,,,,,,,,,,,,,,,
North Carolina,2019,15,4/13/2019,1957,1780,28,390,65,104,37,126,25,35,22,399,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,16,4/20/2019,1822,1663,35,379,55,65,37,132,31,52,15,353,105,0,0,,,,,,,,,,,,,,,
North Carolina,2019,17,4/27/2019,1816,1664,33,375,61,87,36,101,35,37,16,361,85,0,0,,,,,,,,,,,,,,,
North Carolina,2019,18,5/4/2019,1919,1731,39,398,63,72,45,111,37,36,16,395,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,19,5/11/2019,1793,1641,24,358,45,87,36,102,35,36,17,406,91,0,0,,,,,,,,,,,,,,,
North Carolina,2019,20,5/18/2019,1775,1641,34,403,57,94,36,113,35,37,18,356,95,0,0,,,,,,,,,,,,,,,
North Carolina,2019,21,5/25/2019,1885,1702,36,410,52,89,30,95,31,38,12,414,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,22,6/1/2019,1815,1629,32,384,51,73,25,98,26,44,17,384,101,0,0,,,,,,,,,,,,,,,
North Carolina,2019,23,6/8/2019,1822,1616,28,373,60,80,30,109,29,42,21,349,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,24,6/15/2019,1861,1701,33,407,58,91,25,103,33,53,15,395,90,0,0,,,,,,,,,,,,,,,
North Carolina,2019,25,6/22/2019,1819,1645,30,395,55,81,27,101,23,45,23,380,113,0,0,,,,,,,,,,,,,,,
North Carolina,2019,26,6/29/2019,1785,1614,22,389,54,83,28,78,30,36,21,386,96,0,0,,,,,,,,,,,,,,,
North Carolina,2019,27,7/6/2019,1790,1636,19,368,44,79,30,100,32,39,18,401,102,0,0,,,,,,,,,,,,,,,
North Carolina,2019,28,7/13/2019,1678,1532,23,394,52,80,22,92,28,42,24,298,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,29,7/20/2019,1744,1564,24,358,60,89,20,89,36,36,29,356,86,0,0,,,,,,,,,,,,,,,
North Carolina,2019,30,7/27/2019,1762,1594,25,392,62,74,27,107,34,47,14,341,97,0,0,,,,,,,,,,,,,,,
North Carolina,2019,31,8/3/2019,1711,1557,39,379,51,78,25,90,27,49,17,341,79,0,0,,,,,,,,,,,,,,,
North Carolina,2019,32,8/10/2019,1787,1632,38,373,59,83,22,97,23,36,24,334,98,0,0,,,,,,,,,,,,,,,
North Carolina,2019,33,8/17/2019,1703,1537,17,364,61,77,27,86,35,30,19,347,102,0,0,,,,,,,,,,,,,,,
North Carolina,2019,34,8/24/2019,1749,1596,31,366,52,78,22,96,22,35,24,350,101,0,0,,,,,,,,,,,,,,,
North Carolina,2019,35,8/31/2019,1719,1555,24,389,47,79,23,88,24,37,23,331,115,0,0,,,,,,,,,,,,,,,
North Carolina,2019,36,9/7/2019,1758,1577,22,378,56,82,31,72,16,38,19,379,76,0,0,,,,,,,,,,,,,,,
North Carolina,2019,37,9/14/2019,1694,1532,27,393,69,73,22,80,21,32,20,320,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,38,9/21/2019,1804,1633,20,399,61,78,25,80,27,46,26,369,85,0,0,,,,,,,,,,,,,,,
North Carolina,2019,39,9/28/2019,1822,1659,30,405,54,75,22,93,29,56,20,381,87,0,0,,,,,,,,,,,,,,,
North Carolina,2019,40,10/5/2019,1850,1671,25,392,70,81,31,107,30,37,17,351,103,0,0,,,,,,,,,,,,,,,
North Carolina,2019,41,10/12/2019,1748,1576,28,390,62,74,23,71,35,31,16,382,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,42,10/19/2019,1814,1658,26,392,64,81,14,98,27,36,30,395,93,0,0,,,,,,,,,,,,,,,
North Carolina,2019,43,10/26/2019,1888,1752,36,420,63,101,22,101,18,39,25,385,108,0,0,,,,,,,,,,,,,,,
North Carolina,2019,44,11/2/2019,1738,1569,32,361,69,88,26,91,28,35,23,346,112,0,0,,,,,,,,,,,,,,,
North Carolina,2019,45,11/9/2019,1825,1659,29,376,54,79,17,85,31,39,22,409,89,0,0,,,,,,,,,,,,,,,
North Carolina,2019,46,11/16/2019,1874,1717,30,391,69,86,33,98,28,49,29,381,105,0,0,,,,,,,,,,,,,,,
North Carolina,2019,47,11/23/2019,1902,1745,33,363,57,105,33,90,26,37,13,397,135,0,0,,,,,,,,,,,,,,,
North Carolina,2019,48,11/30/2019,1814,1679,23,371,60,99,38,97,33,40,25,370,113,0,0,,,,,,,,,,,,,,,
North Carolina,2019,49,12/7/2019,1999,1833,32,398,79,108,30,104,33,43,24,387,116,0,0,,,,,,,,,,,,,,,
North Carolina,2019,50,12/14/2019,1950,1787,39,376,77,111,34,93,30,44,35,369,106,0,0,,,,,,,,,,,,,,,
North Carolina,2019,51,12/21/2019,1878,1728,29,382,58,103,43,108,26,37,21,386,101,0,0,,,,,,,,,,,,,,,
North Carolina,2019,52,12/28/2019,1998,1825,32,407,67,96,24,108,33,40,43,407,97,0,0,,,,,,,,,,,,,,,
North Carolina,2020,1,1/4/2020,2003,1843,37,377,64,90,44,137,36,56,32,414,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,2,1/11/2020,1984,1817,30,401,57,98,58,121,40,39,27,372,106,0,0,,,,,,,,,,,,,,,
North Carolina,2020,3,1/18/2020,1901,1764,30,406,59,86,50,135,31,26,22,360,102,0,0,,,,,,,,,,,,,,,
North Carolina,2020,4,1/25/2020,1993,1823,27,419,60,80,48,120,38,51,36,395,119,0,0,,,,,,,,,,,,,,,
North Carolina,2020,5,2/1/2020,1984,1828,41,381,55,106,49,123,34,25,22,392,120,0,0,,,,,,,,,,,,,,,
North Carolina,2020,6,2/8/2020,2055,1869,31,418,64,106,54,119,39,49,34,412,118,0,0,,,,,,,,,,,,,,,
North Carolina,2020,7,2/15/2020,2061,1895,33,400,55,89,77,129,33,53,23,383,126,0,0,,,,,,,,,,,,,,,
North Carolina,2020,8,2/22/2020,1926,1802,33,406,66,92,68,115,26,41,39,376,118,0,0,,,,,,,,,,,,,,,
North Carolina,2020,9,2/29/2020,1968,1825,38,397,60,95,64,118,37,39,41,387,107,0,0,,,,,,,,,,,,,,,
North Carolina,2020,10,3/7/2020,2033,1847,35,399,58,101,50,117,30,42,34,408,113,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
North Carolina,2020,11,3/14/2020,2022,1865,34,417,64,93,43,115,35,40,39,422,108,0,0,,,,,,,,,,,,,,,
North Carolina,2020,12,3/21/2020,2051,1866,30,387,67,106,51,111,39,47,34,402,109,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
North Carolina,2020,13,3/28/2020,1875,1710,22,337,71,88,66,94,33,41,28,367,105,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
North Carolina,2020,14,4/4/2020,2020,1871,48,391,65,93,57,111,29,33,49,397,105,44,41,,,,,,,,,,,,,,,
North Carolina,2020,15,4/11/2020,2012,1866,45,373,61,89,48,105,39,32,51,401,101,60,57,,,,,,,,,,,,,,,
North Carolina,2020,16,4/18/2020,2023,1859,17,334,69,107,27,123,24,42,59,366,116,138,124,,,,,,,,,,,,,,,
North Carolina,2020,17,4/25/2020,2104,1965,28,409,73,108,41,102,32,48,64,377,110,119,111,,,,,,,,,,,,,,,
North Carolina,2020,18,5/2/2020,1943,1813,29,355,65,82,31,92,26,38,83,367,91,118,109,,,,,,,,,,,,,,,
North Carolina,2020,19,5/9/2020,2053,1905,31,365,72,90,31,90,28,36,102,376,107,118,114,,,,,,,,,,,,,,,
North Carolina,2020,20,5/16/2020,2037,1877,22,411,63,83,22,84,22,32,84,388,99,103,89,,,,,,,,,,,,,,,
North Carolina,2020,21,5/23/2020,2051,1914,22,391,64,98,36,104,36,33,77,393,101,105,91,,,,,,,,,,,,,,,
North Carolina,2020,22,5/30/2020,1970,1848,36,342,59,90,31,81,36,41,98,374,82,159,138,,,,,,,,,,,,,,,
North Carolina,2020,23,6/6/2020,1945,1830,32,374,61,92,22,108,23,45,94,312,106,127,113,,,,,,,,,,,,,,,
North Carolina,2020,24,6/13/2020,1836,1713,23,363,41,83,21,74,38,36,91,346,88,113,93,,,,,,,,,,,,,,,
North Carolina,2020,25,6/20/2020,1824,1704,25,334,57,61,22,88,33,36,91,364,101,100,86,,,,,,,,,,,,,,,
